,accuracy,model,time_train,time_inference,scaling_name,dataset_name
463,0.889763779527559,CART,0.009978532791137695,0.00041556358337402344,HyperbolicTangentTransformer,breast_cancer_wisconsin_original
464,0.6615384615384615,CART,0.0008695125579833984,0.00032520294189453125,HyperbolicTangentTransformer,glass_identification
465,0.5494505494505495,CART,0.0014696121215820312,0.0004165172576904297,HyperbolicTangentTransformer,heart_disease
466,0.9259259259259259,CART,0.0007708072662353516,0.0003809928894042969,HyperbolicTangentTransformer,iris
467,0.8753333333333333,CART,0.041080474853515625,0.0009949207305908203,HyperbolicTangentTransformer,letter_recognition
468,0.9824561403508771,LGBM,0.05206942558288574,0.00042438507080078125,MinMaxScaler,breast_cancer_wisconsin_diagnostic
469,0.9203849518810149,LGBM,0.03255963325500488,0.0007147789001464844,MinMaxScaler,breast_cancer_wisconsin_original
470,0.7384615384615385,LGBM,0.04194021224975586,0.0005099773406982422,MinMaxScaler,glass_identification
471,0.5494505494505495,LGBM,0.04572439193725586,0.0004818439483642578,MinMaxScaler,heart_disease
472,0.9629629629629629,LGBM,0.016090869903564453,0.000362396240234375,MinMaxScaler,iris
473,0.9705,LGBM,1.1765625476837158,0.07138681411743164,MinMaxScaler,letter_recognition
474,0.9824561403508771,LGBM,0.02584695816040039,0.0004999637603759766,MaxAbsScaler,breast_cancer_wisconsin_diagnostic
475,0.9186351706036745,LGBM,0.030798912048339844,0.0007982254028320312,MaxAbsScaler,breast_cancer_wisconsin_original
476,0.7384615384615385,LGBM,0.04023623466491699,0.0006208419799804688,MaxAbsScaler,glass_identification
477,0.5274725274725275,LGBM,0.045217275619506836,0.0006220340728759766,MaxAbsScaler,heart_disease
478,0.9629629629629629,LGBM,0.015287399291992188,0.0004246234893798828,MaxAbsScaler,iris
479,0.9705,LGBM,1.1927154064178467,0.07245326042175293,MaxAbsScaler,letter_recognition
480,0.9824561403508771,LGBM,0.0274813175201416,0.0004489421844482422,StandardScaler,breast_cancer_wisconsin_diagnostic
481,0.9256342957130359,LGBM,0.035436153411865234,0.0008831024169921875,StandardScaler,breast_cancer_wisconsin_original
482,0.7230769230769231,LGBM,0.03768348693847656,0.0006153583526611328,StandardScaler,glass_identification
483,0.5384615384615384,LGBM,0.039298295974731445,0.0004971027374267578,StandardScaler,heart_disease
484,0.9629629629629629,LGBM,0.014605283737182617,0.0003540515899658203,StandardScaler,iris
485,0.9713333333333334,LGBM,1.1358540058135986,0.07190680503845215,StandardScaler,letter_recognition
486,0.9824561403508771,LGBM,0.026610851287841797,0.0006558895111083984,ParetoScaling,breast_cancer_wisconsin_diagnostic
487,0.9256342957130359,LGBM,0.0316927433013916,0.0007975101470947266,ParetoScaling,breast_cancer_wisconsin_original
488,0.7230769230769231,LGBM,0.033968210220336914,0.0005598068237304688,ParetoScaling,glass_identification
489,0.5384615384615384,LGBM,0.0387120246887207,0.0006055831909179688,ParetoScaling,heart_disease
490,0.9629629629629629,LGBM,0.014676332473754883,0.0004875659942626953,ParetoScaling,iris
491,0.9713333333333334,LGBM,1.1753411293029785,0.07252335548400879,ParetoScaling,letter_recognition
492,0.9824561403508771,LGBM,0.025884151458740234,0.0006461143493652344,StandardStabilityScaling,breast_cancer_wisconsin_diagnostic
493,0.9256342957130359,LGBM,0.033020734786987305,0.0008761882781982422,StandardStabilityScaling,breast_cancer_wisconsin_original
494,0.7230769230769231,LGBM,0.03387880325317383,0.0005736351013183594,StandardStabilityScaling,glass_identification
495,0.5384615384615384,LGBM,0.03864097595214844,0.0006170272827148438,StandardStabilityScaling,heart_disease
496,0.9629629629629629,LGBM,0.015290975570678711,0.0005314350128173828,StandardStabilityScaling,iris
497,0.9713333333333334,LGBM,1.1732795238494873,0.07267880439758301,StandardStabilityScaling,letter_recognition
498,0.9824561403508771,LGBM,0.026086807250976562,0.0006537437438964844,MeanCentered,breast_cancer_wisconsin_diagnostic
499,0.9256342957130359,LGBM,0.03158760070800781,0.0008265972137451172,MeanCentered,breast_cancer_wisconsin_original
500,0.7230769230769231,LGBM,0.03473925590515137,0.0005850791931152344,MeanCentered,glass_identification
501,0.5384615384615384,LGBM,0.04048323631286621,0.0007269382476806641,MeanCentered,heart_disease
502,0.9629629629629629,LGBM,0.01465296745300293,0.0004978179931640625,MeanCentered,iris
503,0.9713333333333334,LGBM,1.1540961265563965,0.07314085960388184,MeanCentered,letter_recognition
504,0.9824561403508771,LGBM,0.024579524993896484,0.0005710124969482422,None,breast_cancer_wisconsin_diagnostic
505,0.9186351706036745,LGBM,0.030331134796142578,0.0008232593536376953,None,breast_cancer_wisconsin_original
506,0.7384615384615385,LGBM,0.04122734069824219,0.0005199909210205078,None,glass_identification
507,0.5274725274725275,LGBM,0.04348635673522949,0.0006251335144042969,None,heart_disease
508,0.9629629629629629,LGBM,0.01919412612915039,0.0004794597625732422,None,iris
509,0.9705,LGBM,1.157841682434082,0.07337164878845215,None,letter_recognition
510,0.9883040935672515,LGBM,0.027765750885009766,0.00045752525329589844,RobustScaler,breast_cancer_wisconsin_diagnostic
511,0.9273840769903762,LGBM,0.03242754936218262,0.0006787776947021484,RobustScaler,breast_cancer_wisconsin_original
512,0.7076923076923077,LGBM,0.045259714126586914,0.00077056884765625,RobustScaler,glass_identification
513,0.5274725274725275,LGBM,0.04370689392089844,0.0005784034729003906,RobustScaler,heart_disease
514,0.9629629629629629,LGBM,0.014826774597167969,0.0003440380096435547,RobustScaler,iris
515,0.9713333333333334,LGBM,1.1863787174224854,0.07182908058166504,RobustScaler,letter_recognition
516,0.9824561403508771,LGBM,0.024903059005737305,0.0004343986511230469,QuantileTransformer,breast_cancer_wisconsin_diagnostic
517,0.9203849518810149,LGBM,0.029678821563720703,0.0006825923919677734,QuantileTransformer,breast_cancer_wisconsin_original
